out_frame,src_frame,loop,brightness_gain,brightness_bias,noise_sigma,gaussian_blur,motion_blur,shake_dx,shake_dy,target_occluders,distractor_people,blue_distractors,protected_waypoint_window
1798,48,2,0.8799,-4.92,11.26,0,0,-9.86,-2.24,0,0,1,0
1799,49,2,0.8910,2.18,11.26,0,0,5.22,1.31,0,0,1,0
1800,50,2,0.8974,-1.94,11.26,0,0,-2.59,3.61,1,0,2,0
1801,51,2,0.9140,0.55,11.26,0,0,2.28,-1.83,1,0,2,0
1802,52,2,0.8922,-2.61,11.26,0,0,4.60,3.13,1,0,2,0
1803,53,2,0.8821,0.24,11.26,0,0,6.10,2.38,0,0,2,0
1804,54,2,0.8980,4.09,11.26,0,0,-1.44,3.06,0,0,2,0
1805,55,2,0.9016,-1.05,11.26,7,0,4.91,-4.26,0,0,2,0
1806,56,2,0.8973,2.25,11.26,7,0,-1.12,1.99,0,1,2,0
1807,57,2,0.8943,-1.65,11.26,7,0,2.20,-0.97,0,1,2,0
1808,58,2,0.8726,2.17,11.26,7,0,2.66,-1.95,1,1,2,0
1809,59,2,0.8911,1.65,11.26,7,0,-0.07,-5.13,1,1,2,0
1810,60,2,0.9135,0.25,11.26,7,0,-4.21,3.44,1,1,2,0
1811,61,2,0.8832,-1.09,11.26,7,0,1.89,2.43,1,2,2,0
1812,62,2,0.8850,-1.86,11.26,7,0,-0.55,1.16,1,2,2,0
1813,63,2,0.8931,3.88,11.26,7,0,-7.11,2.11,0,2,2,0
1814,64,2,0.9093,5.06,11.26,7,0,-0.12,1.66,0,2,2,0
1815,65,2,0.9096,2.71,11.26,7,0,-1.50,3.72,0,2,2,0
1816,66,2,0.9029,2.24,11.26,7,0,-4.75,2.80,0,2,2,0
1817,67,2,0.8682,2.16,11.26,7,0,1.61,2.05,1,2,2,0
1818,68,2,0.9105,2.19,11.26,7,0,-5.41,4.48,1,2,2,0
1819,69,2,0.8855,4.73,11.26,7,0,7.07,-0.07,1,2,2,0
1820,70,2,0.9036,1.77,11.26,7,13,3.10,1.10,1,2,2,0
1821,71,2,0.9084,2.88,11.26,7,13,-0.24,0.28,0,2,2,0
1822,72,2,0.8981,1.32,11.26,7,13,-1.96,0.21,0,2,2,0
1823,73,2,0.9052,3.89,11.26,7,13,5.78,0.57,0,2,2,0
1824,74,2,0.9158,4.63,11.26,7,13,6.43,0.11,0,2,2,0
1825,75,2,0.9396,4.82,11.26,7,13,-0.92,-1.09,1,2,2,0
1826,76,2,0.9012,6.48,11.26,7,13,0.89,-0.80,1,2,2,0
1827,77,2,0.9056,6.37,11.26,7,13,-3.17,2.18,1,2,1,0
1828,78,2,0.9119,2.80,11.26,7,13,4.11,-1.57,1,2,1,0
1829,79,2,0.9212,7.39,11.26,7,13,1.25,1.59,1,2,1,0
1830,80,2,0.9246,4.83,11.26,7,13,9.76,-3.62,1,1,1,0
1831,81,2,0.9095,2.44,11.26,7,13,-4.24,0.99,0,1,1,0
1832,82,2,0.9188,3.07,11.26,7,13,7.81,2.83,0,1,1,0
1833,83,2,0.9523,2.66,11.26,7,13,2.11,-2.36,0,1,1,0
1834,84,2,0.9080,5.57,11.26,7,13,2.22,2.06,1,1,1,0
1835,85,2,0.9027,4.97,11.26,7,13,-8.58,-2.91,1,0,1,0
1836,86,2,0.9335,4.84,11.26,7,13,0.01,5.50,1,0,1,0
1837,87,2,0.9099,3.60,11.26,7,13,1.23,-2.95,1,0,1,0
1838,88,2,0.9343,7.40,11.26,7,13,-0.63,-2.76,0,0,1,0
1839,89,2,0.9112,7.00,11.26,7,13,6.64,-2.83,0,0,1,0
1840,90,2,0.9398,5.44,11.26,7,13,0.92,-0.04,0,0,1,0
1841,91,2,0.9429,6.09,11.26,7,13,-0.08,-2.20,0,0,1,0
1842,92,2,0.9451,8.67,11.26,7,13,2.69,-0.59,1,0,1,0
1843,93,2,0.9382,3.07,11.26,7,13,-0.69,-0.73,1,0,1,0
1844,94,2,0.9376,5.38,11.26,7,13,2.48,2.27,1,0,1,0
1845,95,2,0.9429,9.23,11.26,7,13,5.84,-0.03,1,0,1,0
1846,96,2,0.9603,2.04,11.26,7,13,1.88,-5.11,1,0,0,0
1847,97,2,0.9357,4.62,11.26,0,13,-1.12,-0.05,1,0,0,0
1848,98,2,0.9604,6.45,11.26,0,13,8.32,5.59,0,1,0,0
1849,99,2,0.9787,7.03,11.26,0,13,1.56,0.70,0,1,0,0
1850,100,2,0.9435,6.69,11.26,0,13,-0.02,1.72,0,1,0,0
1851,101,2,0.9830,7.86,11.26,0,13,-5.91,4.57,1,1,0,0
1852,102,2,0.9872,7.54,11.26,0,13,-1.30,0.51,1,1,0,0
1853,103,2,0.9645,8.21,11.26,0,13,3.15,-0.99,1,2,0,0
1854,104,2,0.9527,6.03,11.26,0,13,0.88,-7.87,1,2,0,0
1855,105,2,0.9771,5.10,11.26,0,13,0.13,-0.73,0,2,0,0
1856,106,2,0.9956,9.92,11.26,0,13,1.32,1.84,0,2,0,0
1857,107,2,0.9918,11.20,11.26,0,13,4.03,2.48,0,2,0,0
1858,108,2,0.9757,9.28,11.26,0,13,-1.55,4.91,0,2,0,0
1859,109,2,0.9864,10.64,11.26,0,13,-2.12,-6.35,0,2,0,0
1860,110,2,0.9910,11.26,11.26,0,13,4.06,0.96,1,2,0,0
1861,111,2,1.0034,6.17,11.26,0,13,-6.51,4.23,1,2,0,0
1862,112,2,1.0228,8.19,11.26,0,13,3.55,3.67,1,2,0,0
1863,113,2,1.0282,11.51,11.26,0,13,-1.18,0.42,1,2,0,0
1864,114,2,0.9757,6.71,11.26,0,13,-3.00,4.33,1,2,0,0
1865,115,2,0.9937,9.22,11.26,0,13,-6.98,-1.36,0,2,0,0
1866,116,2,0.9896,10.19,11.26,0,13,2.49,1.58,0,2,0,0
1867,117,2,1.0217,9.69,11.26,0,13,3.24,2.39,0,2,0,0
1868,118,2,1.0384,7.50,11.26,0,0,-2.20,2.21,1,2,0,0
1869,119,2,1.0196,9.81,11.26,0,0,-3.37,2.50,1,2,0,0
1870,120,2,1.0332,6.38,11.26,0,0,3.02,-1.01,1,2,0,0
1871,121,2,1.0371,8.50,11.26,0,0,-4.40,-2.67,1,2,1,0
1872,122,2,1.0130,10.91,11.26,0,0,-1.53,-0.38,0,1,1,0
1873,123,2,1.0065,10.54,11.26,0,0,2.09,-2.73,0,1,1,0
1874,124,2,1.0275,10.51,11.26,0,0,3.83,1.07,0,1,1,0
1875,125,2,1.0476,7.62,11.26,0,0,-1.04,2.25,0,1,1,0
1876,126,2,1.0452,10.34,11.26,0,0,-1.08,-1.98,0,1,1,0
1877,127,2,1.0327,10.12,11.26,0,0,1.62,1.02,1,0,1,0
1878,128,2,1.0596,6.68,11.26,0,0,1.80,2.16,1,0,1,0
1879,129,2,1.0525,8.72,11.26,0,0,3.32,1.29,1,0,1,0
1880,130,2,1.0511,11.23,11.26,0,0,-2.17,-0.74,1,0,1,0
1881,131,2,1.0302,8.89,11.26,0,0,-1.04,0.63,1,0,1,0
1882,132,2,1.0489,8.81,11.26,0,0,2.38,3.10,0,0,1,0
1883,133,2,1.0862,9.41,11.26,0,0,1.18,-3.21,0,0,1,0
1884,134,2,1.0565,11.35,11.26,0,0,2.60,-0.28,0,0,1,0
1885,135,2,1.0757,10.68,11.26,0,0,-1.17,1.27,1,0,1,0
1886,136,2,1.0630,14.40,11.26,0,0,4.12,-3.74,1,0,1,0
1887,137,2,1.0843,11.10,11.26,0,0,-0.54,2.36,1,0,1,0
1888,138,2,1.0678,12.65,11.26,0,0,-5.15,-2.24,1,0,1,0
1889,139,2,1.0761,8.79,11.26,0,0,-0.99,-0.19,0,0,1,0
1890,140,2,1.0890,10.00,11.26,0,0,5.76,-1.31,0,1,2,0
1891,141,2,1.0783,12.85,11.26,0,0,4.75,2.17,0,1,2,0
1892,142,2,1.0795,12.61,11.26,0,0,5.41,0.19,0,1,2,0
1893,143,2,1.0632,9.09,11.26,0,0,1.61,-1.92,0,1,2,0
1894,144,2,1.0788,9.03,11.26,0,0,-0.03,-0.90,1,1,2,0
1895,145,2,1.0653,12.78,11.26,0,0,2.78,-0.90,1,2,2,0
1896,146,2,1.0769,13.50,11.26,0,0,-4.04,-1.15,1,2,2,0
1897,147,2,1.1048,11.30,11.26,0,0,0.80,-1.66,1,2,2,0
1898,148,2,1.1040,11.41,11.26,0,0,7.67,4.26,1,2,2,0
1899,149,2,1.0747,12.45,11.26,0,0,3.80,-3.50,0,2,2,0
1900,150,2,1.0759,11.16,11.26,7,0,-1.00,-0.95,0,2,2,0
1901,151,2,1.0870,8.91,11.26,7,0,0.65,1.42,0,2,2,0
1902,152,2,1.0689,11.41,11.26,7,0,-0.24,3.90,1,2,2,0
1903,153,2,1.0938,11.98,11.26,7,0,-0.41,-0.90,1,2,2,0
1904,154,2,1.0873,12.89,11.26,7,0,-2.71,1.02,1,2,2,0
1905,155,2,1.0872,15.68,11.26,7,0,3.87,2.66,1,2,2,0
1906,156,2,1.0893,12.36,11.26,7,0,-3.99,-1.03,0,2,2,0
1907,157,2,1.0827,10.40,11.26,7,0,0.79,3.55,0,2,2,0
1908,158,2,1.1071,13.07,11.26,7,0,-3.31,-0.74,0,2,2,0
1909,159,2,1.1008,12.70,11.26,7,0,-5.60,-0.73,0,2,2,0
1910,160,2,1.0959,10.39,11.26,7,0,2.16,-2.21,0,2,2,0
1911,161,2,1.0881,12.16,11.26,7,0,-5.54,0.33,1,2,2,0
1912,162,2,1.0888,17.20,11.26,7,0,0.78,2.84,1,2,2,0
1913,163,2,1.0937,12.11,11.26,7,0,1.96,-6.33,1,2,2,0
1914,164,2,1.0797,14.82,11.26,7,0,3.01,1.78,1,1,2,0
1915,165,2,1.1022,9.85,11.26,7,0,0.26,-0.90,1,1,2,0
1916,166,2,1.1014,11.94,11.26,7,0,2.95,-2.94,0,1,2,0
1917,167,2,1.0828,12.36,11.26,7,0,1.52,-2.21,0,1,1,0
1918,168,2,1.1372,15.07,11.26,7,0,2.49,0.63,0,1,1,0
1919,169,2,1.0889,13.26,11.26,7,0,3.44,0.37,0,0,1,0
1920,170,2,1.0982,9.96,11.26,7,0,0.05,0.66,1,0,1,0
1921,171,2,1.1018,10.70,11.26,7,0,2.37,0.07,1,0,1,0
1922,172,2,1.1297,10.74,11.26,7,0,2.56,-0.00,1,0,1,0
1923,173,2,1.1200,13.76,11.26,7,0,0.53,0.14,0,0,1,0
1924,174,2,1.1055,14.66,11.26,7,0,-1.59,0.22,0,0,1,0
1925,175,2,1.0931,10.52,11.26,7,0,8.00,-4.39,0,0,1,0
1926,176,2,1.1082,12.07,11.26,7,0,-5.31,-1.48,0,0,1,0
1927,177,2,1.1151,12.53,11.26,7,0,-1.22,2.43,0,0,1,0
1928,178,2,1.0969,9.91,11.26,7,0,6.88,-3.31,1,0,1,0
1929,179,2,1.0848,11.25,11.26,7,0,1.14,-3.21,1,0,1,0
1930,180,2,1.1013,9.37,11.26,7,0,0.48,-4.81,1,0,1,0
1931,181,2,1.1088,12.87,11.26,7,0,6.11,2.59,1,0,1,0
1932,182,2,1.0978,10.09,11.26,7,0,-0.04,-2.17,1,1,1,0
1933,183,2,1.0961,13.32,11.26,7,0,-7.24,-2.63,0,1,1,0
1934,184,2,1.0876,11.40,11.26,7,0,-2.58,-0.92,0,1,1,0
1935,185,2,1.1128,13.52,11.26,7,0,0.61,2.34,0,1,1,0
1936,186,2,1.0748,11.18,11.26,7,0,1.89,-4.00,0,1,0,0
1937,187,2,1.1053,12.98,11.26,7,0,-6.46,-2.69,1,2,0,0
1938,188,2,1.0992,12.29,11.26,7,0,-0.98,-1.22,1,2,0,0
1939,189,2,1.1149,11.17,11.26,7,0,6.15,4.20,1,2,0,0
1940,190,2,1.1030,12.99,11.26,7,0,0.67,-1.43,1,2,0,0
1941,191,2,1.0840,12.18,11.26,7,0,1.61,-2.38,0,2,0,0
1942,192,2,1.1167,13.22,11.26,0,0,-3.50,3.39,0,2,0,0
1943,193,2,1.1134,13.51,11.26,0,0,0.49,-3.10,0,2,0,0
1944,194,2,1.0761,11.84,11.26,0,0,-1.09,-2.24,0,2,0,0
1945,195,2,1.0718,10.15,11.26,0,0,1.59,1.75,1,2,0,0
1946,196,2,1.0958,12.83,11.26,0,0,3.21,-0.07,1,2,0,0
1947,197,2,1.0825,12.24,11.26,0,0,1.51,0.31,1,2,0,0
1948,198,2,1.0684,8.95,11.26,0,0,0.31,-0.86,1,2,0,0
1949,199,2,1.0799,10.24,11.26,0,0,5.77,-0.64,1,2,0,0
1950,200,2,1.0823,12.46,11.26,0,0,1.78,-5.26,1,2,0,0
1951,201,2,1.0634,11.05,11.26,0,0,1.47,-0.90,0,2,0,0
1952,202,2,1.0726,8.81,11.26,0,0,-3.51,1.70,0,2,0,0
1953,203,2,1.0599,13.14,11.26,0,0,2.57,0.97,0,2,0,0
1954,204,2,1.0558,10.32,11.26,0,0,0.13,2.77,1,2,0,0
1955,205,2,1.0533,11.84,11.26,0,0,-2.62,1.63,1,2,0,0
1956,206,2,1.0482,11.02,11.26,0,0,4.00,2.72,1,1,0,0
1957,207,2,1.0852,12.16,11.26,0,0,-2.28,1.32,1,1,0,0
1958,208,2,1.0604,10.90,11.26,0,0,-3.55,0.90,0,1,0,0
1959,209,2,1.0717,12.90,11.26,0,0,2.32,-3.01,0,1,0,0
1960,210,2,1.0443,13.89,11.26,0,13,2.64,2.11,0,1,0,0
1961,211,2,1.0597,8.66,11.26,0,13,2.75,2.81,0,0,1,0
1962,212,2,1.0207,11.60,11.26,0,13,2.00,-3.01,1,0,1,0
1963,213,2,1.0459,12.00,11.26,0,13,0.24,-1.08,1,0,1,0
1964,214,2,1.0117,10.04,11.26,0,13,-3.98,2.65,1,0,1,0
1965,215,2,1.0262,11.97,11.26,0,13,4.67,-4.55,1,0,1,0
1966,216,2,1.0486,9.99,11.26,0,13,-1.68,-0.47,1,0,1,0
1967,217,2,1.0307,9.16,11.26,0,13,2.16,1.80,1,0,1,0
1968,218,2,1.0393,12.20,11.26,0,13,-1.01,0.58,0,0,1,0
1969,219,2,1.0243,11.55,11.26,0,13,5.23,0.55,0,0,1,0
1970,220,2,1.0206,8.42,11.26,0,13,4.53,1.08,0,0,1,0
1971,221,2,1.0033,10.02,11.26,0,13,5.98,4.48,1,0,1,0
1972,222,2,1.0388,11.46,11.26,0,13,-3.59,-0.77,1,0,1,0
1973,223,2,1.0029,7.97,11.26,0,13,3.99,-0.77,1,0,1,0
1974,224,2,1.0111,8.27,11.26,0,13,-2.84,1.87,1,1,1,0
1975,225,2,1.0344,6.41,11.26,0,13,0.41,-1.02,0,1,1,0
1976,226,2,1.0330,10.09,11.26,0,13,2.44,-4.77,0,1,1,0
1977,227,2,0.9996,6.78,11.26,0,13,-2.65,0.74,0,1,1,0
1978,228,2,1.0096,9.74,11.26,0,13,-3.20,-0.09,0,1,1,0
1979,229,2,1.0081,8.36,11.26,0,13,-1.34,0.21,0,2,1,0
1980,230,2,1.0136,7.87,11.26,0,13,3.49,0.53,1,2,2,0
1981,231,2,0.9813,11.15,11.26,0,13,-5.67,-0.58,1,2,2,0
1982,232,2,0.9869,11.61,11.26,0,13,1.00,-2.54,1,2,2,0
1983,233,2,0.9830,9.30,11.26,0,13,-2.11,1.56,1,2,2,0
1984,234,2,0.9782,5.84,11.26,0,13,0.06,-1.54,1,2,2,0
1985,235,2,1.0097,9.77,11.26,0,13,0.50,-3.36,0,2,2,0
1986,236,2,0.9715,11.31,11.26,0,13,-3.24,0.33,0,2,2,0
1987,237,2,0.9447,7.62,11.26,0,13,0.22,-2.53,0,2,2,0
1988,238,2,0.9652,7.63,11.26,0,13,1.48,1.87,1,2,2,0
1989,239,2,0.9748,4.88,11.26,0,13,-5.65,-0.24,1,2,2,0
1990,240,2,0.9375,9.42,11.26,0,13,3.52,-2.39,1,2,2,0
1991,241,2,0.9375,7.79,11.26,0,13,-0.93,2.92,1,2,2,0
1992,242,2,0.9684,5.07,11.26,0,13,-3.42,2.08,0,2,2,0
1993,243,2,0.9496,9.26,11.26,0,13,-1.33,0.92,0,2,2,0
1994,244,2,0.9986,5.75,11.26,0,13,0.82,-0.54,0,2,2,0
1995,245,2,0.9774,9.70,11.26,7,13,5.94,-1.64,0,2,2,0
1996,246,2,0.9761,7.01,11.26,7,13,-3.80,2.09,0,2,2,0
1997,247,2,0.9753,6.09,11.26,7,13,-0.76,-2.21,1,2,2,0
1998,248,2,0.9535,3.62,11.26,7,13,-1.72,1.34,1,1,2,0
1999,249,2,0.9596,8.29,11.26,7,13,-1.93,2.10,1,1,2,0
2000,250,2,0.9265,6.99,11.26,7,13,-3.35,-5.65,1,1,2,0
2001,251,2,0.9242,5.22,11.26,7,13,-0.47,0.85,1,1,2,0
2002,252,2,0.9311,7.12,11.26,7,13,1.97,0.97,0,1,2,0
2003,253,2,0.9245,6.71,11.26,7,13,-0.09,-1.42,0,0,2,0
2004,254,2,0.9163,3.89,11.26,7,13,4.27,-0.67,0,0,2,0
2005,255,2,0.9159,5.66,11.26,7,13,-12.84,-2.30,1,0,2,0
2006,256,2,0.9107,7.90,11.26,7,13,5.44,4.29,1,0,2,0
2007,257,2,0.9202,6.64,11.26,7,13,-3.11,1.55,1,0,1,0
2008,258,2,0.9377,4.72,11.26,7,0,-0.55,0.26,1,0,1,0
2009,259,2,0.9524,7.83,11.26,7,0,4.64,-2.56,0,0,1,0
2010,260,2,0.9090,3.88,11.26,7,0,1.98,-1.31,0,0,1,0
2011,261,2,0.9341,6.00,11.26,7,0,1.78,-1.27,0,0,1,0
2012,262,2,0.9397,5.74,11.26,7,0,-3.49,1.49,0,0,1,0
2013,263,2,0.9265,4.93,11.26,7,0,-0.59,0.62,0,0,1,0
2014,264,2,0.9176,3.27,11.26,7,0,0.13,0.86,1,0,1,0
2015,265,2,0.9047,3.36,11.26,7,0,-0.28,-2.00,1,0,1,0
2016,266,2,0.8807,5.90,11.26,7,0,-3.62,-1.56,1,1,1,0
2017,267,2,0.9068,1.92,11.26,7,0,1.72,-3.55,1,1,1,0
2018,268,2,0.9257,3.41,11.26,7,0,1.18,-2.75,1,1,1,0
2019,269,2,0.9143,5.81,11.26,7,0,-0.52,-0.77,0,1,1,0
2020,270,2,0.9319,5.49,11.26,7,0,1.47,-1.69,0,1,1,0
2021,271,2,0.9044,3.80,11.26,7,0,-1.92,-3.21,0,2,1,0
2022,272,2,0.8933,4.87,11.26,7,0,2.56,-0.66,1,2,1,0
2023,273,2,0.8865,4.44,11.26,7,0,-1.95,-2.16,1,2,1,0
2024,274,2,0.9025,0.78,11.26,7,0,7.16,-1.68,1,2,1,0
2025,275,2,0.8912,-1.94,11.26,7,0,-3.72,-2.05,1,2,1,0
2026,276,2,0.9180,3.81,11.26,7,0,-3.94,0.58,0,2,0,0
2027,277,2,0.8955,5.23,11.26,7,0,4.32,-4.43,0,2,0,0
2028,278,2,0.9165,1.29,11.26,7,0,0.62,0.57,0,2,0,0
2029,279,2,0.8728,1.48,11.26,7,0,3.24,0.95,0,2,0,0
2030,280,2,0.8944,2.84,11.26,7,0,2.66,0.91,0,2,0,0
2031,281,2,0.9021,3.34,11.26,7,0,-7.08,-2.11,1,2,0,0
2032,282,2,0.8933,3.29,11.26,7,0,2.22,-1.13,1,2,0,0
2033,283,2,0.9100,2.43,11.26,7,0,7.92,0.49,1,2,0,0
2034,284,2,0.9097,-0.98,11.26,7,0,-4.98,-2.79,1,2,0,0
2035,285,2,0.9153,1.02,11.26,7,0,-2.06,-0.69,1,2,0,0
2036,286,2,0.8943,3.53,11.26,7,0,-2.04,-1.53,0,2,0,0
2037,287,2,0.8915,1.07,11.26,0,0,7.75,-1.09,0,2,0,0
2038,288,2,0.8790,-0.01,11.26,0,0,-1.50,-0.97,0,2,0,0
2039,289,2,0.8836,-2.04,11.26,0,0,2.01,-3.31,0,2,0,0
2040,290,2,0.8741,2.35,11.26,0,0,0.32,3.28,1,1,0,0
2041,291,2,0.9044,0.80,11.26,0,0,1.15,3.07,1,1,0,0
2042,292,2,0.8905,1.50,11.26,0,0,3.50,-1.52,1,1,0,0
2043,293,2,0.8949,0.30,11.26,0,0,-0.87,-0.02,0,1,0,0
2044,294,2,0.8937,0.10,11.26,0,0,2.73,0.45,0,1,0,0
2045,295,2,0.8756,2.75,11.26,0,0,0.55,-0.41,0,0,0,0
2046,296,2,0.8959,-4.51,11.26,0,0,-0.55,-4.66,0,0,0,0
2047,297,2,0.9119,0.32,11.26,0,0,-5.41,0.87,0,0,0,0
2048,298,2,0.8671,-1.87,11.26,0,0,5.95,0.91,1,0,0,0
2049,299,2,0.8544,-5.34,11.26,0,0,1.55,2.80,1,0,0,0
2050,300,2,0.8933,-1.39,11.26,0,0,-2.26,-1.09,1,0,0,0
2051,301,2,0.8804,-1.01,11.26,0,0,5.21,-3.03,1,0,1,0
2052,302,2,0.8953,-5.25,11.26,0,0,-3.69,-0.08,1,0,1,0
2053,303,2,0.8971,-2.66,11.26,0,0,-4.25,4.44,0,0,1,0
2054,304,2,0.8827,-4.24,11.26,0,0,0.50,-1.78,0,0,1,0
2055,305,2,0.9063,-3.36,11.26,0,0,-3.63,-2.64,0,0,1,0
2056,306,2,0.9035,-5.43,11.26,0,0,-0.59,-1.59,0,0,1,0
2057,307,2,0.9064,-0.44,11.26,0,0,5.08,1.81,1,0,1,0
2058,308,2,0.9198,-3.28,11.26,0,0,3.57,0.73,1,1,1,0
2059,309,2,0.8823,-2.29,11.26,0,0,6.82,3.33,1,1,1,0
2060,310,2,0.9252,0.33,11.26,0,0,7.69,1.71,1,1,1,0
2061,311,2,0.9114,-6.57,11.26,0,0,2.11,7.56,0,1,1,0
2062,312,2,0.9271,-1.77,11.26,0,0,-4.06,5.33,0,1,1,0
2063,313,2,0.9237,-3.25,11.26,0,0,-5.90,4.84,0,2,1,0
2064,314,2,0.9418,-4.63,11.26,0,0,4.23,1.51,0,2,1,0
2065,315,2,0.9477,-2.38,11.26,0,0,-0.90,3.19,1,2,1,0
2066,316,2,0.9426,-6.70,11.26,0,0,-1.45,1.24,1,2,1,0
2067,317,2,0.9542,-5.30,11.26,0,0,3.42,1.25,1,2,1,0
2068,318,2,0.9299,-3.70,11.26,0,0,0.43,-1.52,1,2,1,0
2069,319,2,0.9400,-4.47,11.26,0,0,-2.48,1.67,1,2,1,0
2070,320,2,0.9214,-1.39,11.26,0,0,-1.60,-0.36,1,2,2,0
2071,321,2,0.9423,-5.42,11.26,0,0,-3.24,-0.04,0,2,2,0
2072,322,2,0.9240,-4.20,11.26,0,0,-0.99,-1.31,0,2,2,0
2073,323,2,0.9139,-6.50,11.26,0,0,1.30,-1.70,0,2,2,0
2074,324,2,0.9296,-3.57,11.26,0,0,2.31,-0.87,1,2,2,0
2075,325,2,0.9403,-5.21,11.26,0,0,1.64,3.22,1,2,2,0
2076,326,2,0.9713,-6.98,11.26,0,0,-0.03,0.78,1,2,2,0
2077,327,2,0.9143,-4.02,11.26,0,0,-3.82,-3.51,1,2,2,0
2078,328,2,0.9585,-6.90,11.26,0,0,-1.09,3.31,0,2,2,0
2079,329,2,0.9723,-2.40,11.26,0,0,-6.25,-0.41,0,2,2,0
2080,330,2,0.9303,-5.95,11.26,0,0,-0.72,-0.55,0,2,2,0
2081,331,2,0.9673,-5.46,11.26,0,0,-0.39,0.86,0,2,2,0
2082,332,2,0.9469,-4.81,11.26,0,0,-2.91,2.62,1,1,2,0
2083,333,2,0.9635,-5.46,11.26,0,0,0.81,-1.73,1,1,2,0
2084,334,2,0.9765,-6.02,11.26,0,0,4.24,-0.90,1,1,2,0
2085,335,2,0.9823,-3.62,11.26,0,0,-0.65,-3.79,1,1,2,0
2086,336,2,0.9703,-6.07,11.26,0,0,-4.60,2.64,1,1,2,0
2087,337,2,0.9744,-2.34,11.26,0,0,1.00,-2.59,1,0,2,0
2088,338,2,0.9704,-5.51,11.26,0,0,-3.08,0.56,0,0,2,0
2089,339,2,0.9884,-4.10,11.26,0,0,1.35,-3.89,0,0,2,0
2090,340,2,1.0052,-7.41,11.26,7,0,-1.89,-5.27,0,0,2,0
2091,341,2,0.9759,-5.62,11.26,7,0,4.39,-0.70,1,0,2,0
2092,342,2,0.9617,-6.71,11.26,7,0,-2.04,-0.80,1,0,2,0
2093,343,2,1.0258,-8.64,11.26,7,0,-1.22,0.56,1,0,2,0
2094,344,2,0.9910,-9.76,11.26,7,0,1.64,-1.33,1,0,2,0
2095,345,2,1.0171,-8.49,11.26,7,0,-1.61,0.80,0,0,2,0
2096,346,2,1.0099,-9.07,11.26,7,0,-0.64,1.63,0,0,2,0
2097,347,2,1.0115,-6.71,11.26,7,0,-5.32,-2.87,0,0,1,0
2098,348,2,1.0132,-9.22,11.26,7,0,6.41,-3.45,0,0,1,0
2099,349,2,1.0135,-5.94,11.26,7,0,-1.23,-2.40,0,0,1,0
2100,350,2,1.0104,-8.93,11.26,7,13,3.32,-0.05,1,1,1,0
2101,351,2,1.0197,-6.47,11.26,7,13,5.05,0.54,1,1,1,0
2102,352,2,0.9802,-7.76,11.26,7,13,5.45,-0.69,1,1,1,0
2103,353,2,1.0332,-9.37,11.26,7,13,2.68,2.18,1,1,1,0
2104,354,2,1.0345,-7.36,11.26,7,13,2.17,2.00,1,1,1,0
2105,355,2,1.0034,-10.12,11.26,7,13,-3.90,-2.32,0,2,1,0
2106,356,2,1.0457,-10.26,11.26,7,13,3.05,2.08,0,2,1,0
2107,357,2,1.0471,-11.26,11.26,7,13,0.61,-2.08,0,2,1,0
2108,358,2,1.0366,-5.63,11.26,7,13,0.26,-0.76,1,2,1,0
2109,359,2,1.0369,-9.81,11.26,7,13,-7.31,2.16,1,2,1,0
2110,360,2,1.0509,-3.73,11.26,7,13,-3.27,0.98,1,2,1,0
2111,361,2,1.0481,-7.17,11.26,7,13,1.52,1.73,1,2,1,0
2112,362,2,1.0347,-10.42,11.26,7,13,4.45,3.14,0,2,1,0
2113,363,2,1.0569,-11.50,11.26,7,13,-0.23,-0.94,0,2,1,0
2114,364,2,1.0729,-8.32,11.26,7,13,-4.09,-0.36,0,2,1,0
2115,365,2,1.0563,-6.76,11.26,7,13,-4.23,-1.52,0,2,1,0
2116,366,2,1.0575,-6.86,11.26,7,13,-0.13,-2.37,0,2,0,0
2117,367,2,1.0741,-10.54,11.26,7,13,-0.41,-1.77,1,2,0,0
2118,368,2,1.0805,-10.00,11.26,7,13,3.20,-3.40,1,2,0,0
2119,369,2,1.0516,-12.34,11.26,7,13,4.37,3.69,1,2,0,0
2120,370,2,1.0695,-11.18,11.26,7,13,-2.73,3.57,1,2,0,0
2121,371,2,1.0593,-9.52,11.26,7,13,-4.38,0.60,1,2,0,0
2122,372,2,1.0721,-9.82,11.26,7,13,2.41,0.97,0,2,0,0
2123,373,2,1.0959,-8.58,11.26,7,13,0.36,-0.19,0,2,0,0
2124,374,2,1.0613,-7.95,11.26,7,13,-0.25,3.38,0,1,0,0
2125,375,2,1.0732,-13.02,11.26,7,13,-1.43,-3.55,1,1,0,0
2126,376,2,1.0833,-11.47,11.26,7,13,-1.92,-3.03,1,1,0,0
2127,377,2,1.0686,-5.06,11.26,7,13,2.37,3.08,1,1,0,0
2128,378,2,1.1052,-10.52,11.26,7,13,0.31,-1.30,1,1,0,0
2129,379,2,1.1152,-9.05,11.26,7,13,-3.37,-1.71,0,0,0,0
2130,380,2,1.0926,-10.97,11.26,7,13,-3.53,-3.26,0,0,0,0
2131,381,2,1.0739,-10.90,11.26,7,13,0.39,1.60,0,0,0,0
2132,382,2,1.1112,-13.58,11.26,0,13,0.00,4.28,0,0,0,0
2133,383,2,1.1110,-12.97,11.26,0,13,-0.66,-3.91,0,0,0,0
2134,384,2,1.0840,-11.61,11.26,0,13,-4.03,2.99,1,0,0,0
